campaign_contact_id,customer_id,campaign_id,contact_date,campaign_objective,campaign_theme,offer_category,channel,message_variant,delivered_flag,opened_flag,clicked_flag,responded_flag,accepted_offer_flag,unsubscribe_flag,contact_cost,response_delay_days,marketing_consent_lookup,offer_response_check,customer_status_lookup,churn_date_lookup,campaign_timing_check,delivery_open_check,open_click_check,delivery_response_check,post_churn_campaign_flag,consent_issue_flag,offer_response_issue_flag,,
CC000105,C00049,CMP004,2025-06-10,Retention,Product offer,None,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000106,C00049,CMP010,2025-08-09,Cross-sell,Product offer,Credit card,Push,B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000107,C00049,CMP007,2025-04-02,Retention,Service recovery,None,Push,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,5,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000108,C00049,CMP009,2025-12-19,Engagement,Financial wellness,Rewards,Push,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000109,C00050,CMP009,2025-01-15,Cross-sell,Product offer,Credit card,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000110,C00050,CMP012,2025-03-10,Retention,Fee relief,None,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000111,C00050,CMP004,2025-01-21,Cross-sell,Product offer,Savings,Push,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000112,C00051,CMP006,2025-07-11,Retention,Rewards,None,Push,B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000113,C00051,CMP011,2025-10-08,Retention,Service recovery,None,Email,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000114,C00051,CMP007,2025-07-17,Cross-sell,Product offer,Savings,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000115,C00051,CMP009,2025-12-10,Retention,Fee relief,Rewards,Push,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000116,C00052,CMP007,2025-01-18,Cross-sell,Product offer,Savings,Push,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000117,C00052,CMP007,2025-11-11,Cross-sell,Product offer,Savings,Push,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000118,C00052,CMP004,2025-08-17,Retention,Fee relief,Personal loan,Email,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000119,C00053,CMP003,2025-09-17,Cross-sell,Product offer,Credit card,Push,B,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.02,6,TRUE,Valid,Churned,9/12/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,1,1
CC000120,C00053,CMP004,2025-03-07,Cross-sell,Product offer,Credit card,SMS,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22,,TRUE,Valid,Churned,9/12/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000121,C00053,CMP004,2025-06-01,Retention,Product offer,Rewards,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,9/12/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000122,C00053,CMP007,2025-04-25,Retention,Fee relief,Savings,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,9/12/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000123,C00053,CMP007,2025-06-03,Cross-sell,Product offer,Personal loan,Push,A,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.02,4,TRUE,Valid,Churned,9/12/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000124,C00055,CMP001,2025-12-14,Cross-sell,Product offer,Savings,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000125,C00056,CMP002,2025-10-12,Cross-sell,Product offer,Credit card,Email,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Churned,12/18/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000126,C00056,CMP005,2025-09-17,Retention,Service recovery,None,Email,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Churned,12/18/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000127,C00056,CMP003,2025-12-20,Retention,Fee relief,Rewards,Email,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Churned,12/18/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000128,C00056,CMP001,2025-03-04,Cross-sell,Product offer,Investment,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/18/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000129,C00056,CMP011,2025-12-12,Cross-sell,Product offer,Personal loan,SMS,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.16,,TRUE,Valid,Churned,12/18/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000130,C00057,CMP004,2025-02-16,Cross-sell,Product offer,Savings,Call,B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8.04,4,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000131,C00057,CMP003,2025-11-16,Engagement,Rewards,None,Email,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000132,C00060,CMP006,2025-11-18,Engagement,Rewards,Savings,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000133,C00060,CMP010,2025-03-21,Engagement,Financial wellness,None,Push,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000134,C00060,CMP010,2025-07-07,Retention,Fee relief,Savings,Push,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000135,C00060,CMP010,2025-04-19,Cross-sell,Product offer,Savings,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000136,C00060,CMP002,2025-03-20,Cross-sell,Product offer,Personal loan,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000137,C00061,CMP010,2025-01-03,Cross-sell,Product offer,Savings,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000138,C00061,CMP002,2025-02-07,Retention,Service recovery,Rewards,Branch,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,19.28,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000139,C00061,CMP005,2025-09-13,Engagement,Rewards,Rewards,Branch,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,18.94,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000140,C00061,CMP009,2025-09-18,Cross-sell,Product offer,Savings,Branch,A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,19.4,3,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000141,C00062,CMP003,2025-09-03,Retention,Service recovery,None,SMS,C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Churned,9/9/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000142,C00063,CMP003,2025-07-01,Retention,Service recovery,None,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000143,C00063,CMP003,2025-03-17,Cross-sell,Product offer,Savings,Email,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.04,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000144,C00064,CMP009,2025-07-16,Cross-sell,Product offer,Personal loan,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/19/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000145,C00064,CMP007,2025-08-16,Cross-sell,Product offer,Credit card,Push,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,2,TRUE,Valid,Churned,10/19/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000146,C00065,CMP010,2025-12-03,Cross-sell,Product offer,Personal loan,SMS,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.21,,TRUE,Valid,Churned,11/18/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000147,C00065,CMP006,2025-01-07,Engagement,Rewards,Rewards,SMS,C,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.16,6,TRUE,Valid,Churned,11/18/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000148,C00065,CMP003,2025-08-09,Retention,Service recovery,Credit card,SMS,B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.16,8,TRUE,Valid,Churned,11/18/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000149,C00066,CMP001,2025-08-09,Engagement,Financial wellness,None,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000150,C00066,CMP011,2025-10-18,Cross-sell,Product offer,Credit card,SMS,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.21,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000151,C00067,CMP003,2025-12-20,Engagement,Rewards,None,Branch,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18.31,,FALSE,Valid,Churned,12/8/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,TRUE,FALSE,0,0
CC000152,C00068,CMP004,2025-07-07,Cross-sell,Product offer,Rewards,Call,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000153,C00068,CMP001,2025-10-04,Retention,Rewards,Rewards,SMS,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000154,C00069,CMP010,2025-05-07,Cross-sell,Product offer,Rewards,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000155,C00069,CMP005,2025-02-05,Cross-sell,Product offer,Rewards,Branch,B,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,18.53,5,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000156,C00069,CMP010,2025-03-17,Retention,Rewards,None,Push,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000157,C00070,CMP012,2025-10-15,Engagement,Financial wellness,None,Push,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,6,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000158,C00070,CMP007,2025-12-19,Engagement,Fee relief,Rewards,Push,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000159,C00071,CMP005,2025-10-22,Retention,Service recovery,Credit card,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Churned,11/25/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000160,C00071,CMP008,2025-09-05,Cross-sell,Product offer,Credit card,SMS,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Churned,11/25/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000161,C00072,CMP003,2025-01-25,Cross-sell,Product offer,Personal loan,Push,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/3/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000162,C00072,CMP011,2025-09-22,Retention,Fee relief,None,Branch,A,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,16.45,7,TRUE,Valid,Churned,10/3/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000163,C00072,CMP004,2025-05-14,Cross-sell,Product offer,Personal loan,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/3/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000164,C00073,CMP010,2025-10-08,Cross-sell,Product offer,Personal loan,SMS,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.21,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000165,C00073,CMP012,2025-11-17,Retention,Service recovery,None,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.04,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000166,C00074,CMP010,2025-03-01,Cross-sell,Product offer,Investment,Email,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000167,C00074,CMP007,2025-10-24,Cross-sell,Product offer,Credit card,Push,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000168,C00074,CMP001,2025-03-24,Cross-sell,Product offer,Credit card,Call,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,8.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000169,C00075,CMP007,2025-12-12,Cross-sell,Product offer,Credit card,Branch,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,18.34,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000170,C00075,CMP010,2025-11-24,Cross-sell,Product offer,Investment,Push,B,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.02,7,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000171,C00075,CMP012,2025-05-02,Cross-sell,Product offer,Investment,Call,B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7.03,3,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000172,C00075,CMP002,2025-10-16,Retention,Service recovery,Rewards,SMS,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.19,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000173,C00075,CMP004,2025-01-06,Cross-sell,Product offer,Savings,Call,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.95,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000174,C00076,CMP010,2025-07-08,Engagement,Financial wellness,None,Push,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000175,C00077,CMP012,2025-01-10,Retention,Service recovery,Rewards,SMS,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.21,,TRUE,Valid,Churned,12/4/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000176,C00078,CMP006,2025-11-12,Cross-sell,Product offer,Personal loan,Email,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.04,,TRUE,Valid,Churned,9/21/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000177,C00078,CMP005,2025-07-15,Retention,Fee relief,None,Email,C,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.06,2,TRUE,Valid,Churned,9/21/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000178,C00078,CMP012,2025-12-15,Retention,Rewards,None,Email,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.04,,TRUE,Valid,Churned,9/21/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000179,C00078,CMP011,2025-08-22,Retention,Rewards,None,Email,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Churned,9/21/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000180,C00078,CMP012,2025-07-13,Engagement,Fee relief,Savings,Email,A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.05,6,TRUE,Valid,Churned,9/21/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000181,C00079,CMP004,2025-07-02,Retention,Rewards,None,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000182,C00079,CMP004,2025-09-10,Cross-sell,Product offer,Savings,Email,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000183,C00080,CMP010,2025-05-15,Retention,Fee relief,Personal loan,Email,B,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000184,C00080,CMP009,2025-06-22,Cross-sell,Product offer,Rewards,SMS,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000185,C00080,CMP003,2025-05-10,Retention,Fee relief,None,Push,C,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,2,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000186,C00081,CMP006,2025-12-25,Engagement,Rewards,Rewards,Email,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,,FALSE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,TRUE,FALSE,0,0
CC000187,C00082,CMP012,2025-03-09,Cross-sell,Product offer,Credit card,Call,A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6.6,2,TRUE,Valid,Churned,12/20/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000188,C00082,CMP005,2025-07-23,Cross-sell,Product offer,Savings,Call,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,7.24,3,TRUE,Valid,Churned,12/20/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000189,C00082,CMP003,2025-07-25,Engagement,Fee relief,Rewards,Call,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.12,,TRUE,Valid,Churned,12/20/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000190,C00082,CMP001,2025-07-08,Engagement,Fee relief,None,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Churned,12/20/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000191,C00082,CMP005,2025-01-07,Engagement,Fee relief,Rewards,Call,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7.93,,TRUE,Valid,Churned,12/20/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000192,C00082,CMP002,2025-02-04,Engagement,Financial wellness,Rewards,Call,B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8.08,3,TRUE,Valid,Churned,12/20/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000193,C00082,CMP006,2025-06-09,Cross-sell,Product offer,Credit card,SMS,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Churned,12/20/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000194,C00083,CMP010,2025-10-09,Cross-sell,Product offer,Rewards,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000195,C00083,CMP007,2025-03-20,Cross-sell,Product offer,Savings,SMS,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.22,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000196,C00083,CMP011,2025-05-07,Cross-sell,Product offer,Personal loan,SMS,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000197,C00084,CMP006,2025-07-23,Retention,Service recovery,None,Push,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000198,C00084,CMP009,2025-11-11,Retention,Financial wellness,Rewards,Push,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000199,C00084,CMP006,2025-03-21,Retention,Financial wellness,None,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000200,C00084,CMP006,2025-11-25,Cross-sell,Product offer,Credit card,Push,C,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,3,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000201,C00084,CMP006,2025-06-07,Engagement,Financial wellness,Rewards,Push,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000202,C00086,CMP006,2025-01-12,Retention,Service recovery,Rewards,SMS,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.2,8,TRUE,Valid,Churned,11/14/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000203,C00086,CMP010,2025-07-04,Engagement,Financial wellness,Rewards,Push,B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.02,5,TRUE,Valid,Churned,11/14/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000204,C00087,CMP004,2025-02-25,Retention,Service recovery,Rewards,Push,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000205,C00087,CMP012,2025-02-07,Engagement,Financial wellness,None,Branch,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20.99,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000206,C00088,CMP008,2025-11-01,Retention,Service recovery,Rewards,Push,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/7/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000207,C00088,CMP009,2025-04-21,Retention,Rewards,Rewards,SMS,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.18,,TRUE,Valid,Churned,12/7/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000208,C00089,CMP007,2025-08-20,Retention,Service recovery,None,Push,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000209,C00089,CMP009,2025-01-01,Cross-sell,Product offer,Personal loan,Push,C,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.02,5,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000210,C00089,CMP008,2025-01-04,Cross-sell,Product offer,Investment,Branch,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17.56,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
