customer_id,activity_month,month_end_balance,incoming_amount,outgoing_amount,transaction_count,card_transaction_count,digital_login_count,mobile_app_sessions,branch_visit_count,call_center_contacts,complaints_opened,complaints_resolved,average_resolution_days,failed_transaction_count,inactive_days,service_rating,salary_deposit_flag,product_usage_score,customer_status_lookup,churn_date_lookup,activity_timing_check,card_tx_check,post_churn_flag,customer_value_segment_lookup,customer_status_lookup,salary_deposit_numeric
C00048,2025-10-01,59427.49,17138.77,16472.57,49,9,5,1,2,0,0,0,,0,10,4.1,TRUE,44.3,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00048,2025-11-01,62282.49,15930.22,21893.61,60,5,10,9,0,1,0,0,,0,5,3.9,TRUE,54.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00048,2025-12-01,61166.74,17055.69,20631.13,54,6,15,16,1,1,0,0,,1,1,4.1,TRUE,55.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-01-01,4468.47,22677.63,22300.64,44,25,15,11,1,0,0,0,,1,3,3.4,TRUE,62.3,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-02-01,5446.97,14902.13,17360.28,42,18,9,10,0,0,0,0,,1,8,3.6,TRUE,52.2,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-03-01,6638.08,23076.24,22714.55,44,25,21,18,0,0,0,0,,0,3,4.5,TRUE,67.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-04-01,6960.62,20095.87,17418.32,56,35,20,24,0,0,0,0,,2,0,3.7,TRUE,79.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-05-01,3262.1,16049.83,17827.01,45,22,17,12,1,1,0,0,,0,0,4.6,FALSE,63.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,0
C00049,2025-06-01,4493.4,17475.17,13866,39,23,19,16,2,1,0,0,,1,0,3,TRUE,61.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-07-01,6878.78,14111.96,11799.84,43,22,14,10,1,0,1,1,3.6,3,3,3.3,FALSE,59.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,0
C00049,2025-08-01,5032.27,16969.83,20341.82,38,22,23,20,1,1,0,0,,1,0,3.8,TRUE,64.6,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-09-01,6402.71,22756.13,22034.73,26,11,15,16,0,1,0,0,,1,0,5,TRUE,44.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-10-01,4170.37,19668.78,26222.13,37,22,17,16,1,0,1,1,5.5,1,0,4.2,TRUE,58.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-11-01,6785.03,20052.6,21323.07,42,22,27,33,1,1,0,0,,1,6,3.7,TRUE,70.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00049,2025-12-01,5346.17,23060.55,25681.43,53,29,14,25,1,0,0,0,,0,2,4.1,TRUE,68.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-01-01,26356.46,9554.85,13591.04,44,9,8,5,0,1,0,0,,2,4,4.1,TRUE,43.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-02-01,27497.26,7870.02,12572.56,51,10,5,12,1,1,0,0,,2,7,4.9,TRUE,46,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-03-01,31174.21,9456.25,10524.23,48,6,2,1,2,0,0,0,,1,10,4.1,TRUE,39.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-04-01,30868.87,7233.64,8924.82,44,0,6,11,0,1,0,0,,2,5,4.2,TRUE,38,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-05-01,35117.58,9038.66,13785.4,57,2,0,5,1,0,0,0,,0,0,4.6,TRUE,41.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-06-01,31857.01,8244.53,15940.15,56,3,10,10,3,0,0,0,,2,5,4.3,TRUE,50.7,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-07-01,34535.59,5834.94,10403.46,51,7,7,6,3,0,0,0,,1,3,4.8,TRUE,46.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-08-01,29524.43,5412.13,12122.77,63,6,0,2,2,0,0,0,,3,9,5,TRUE,45.2,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-09-01,31882.29,9068.96,14240.03,50,9,9,7,2,0,0,0,,3,8,4.7,TRUE,48.7,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-10-01,31465.87,6918.28,12208.19,64,0,0,0,1,0,1,1,4.1,0,6,4.2,TRUE,42.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-11-01,32298.15,6247.17,8277.93,62,6,8,1,0,0,0,0,,2,7,4.2,TRUE,52.7,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00050,2025-12-01,38076.65,8640.32,16692.92,54,6,1,0,0,0,0,0,,3,12,4.8,TRUE,42.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-01-01,38076.59,21562.29,14391.97,2,0,14,9,1,0,1,1,1.4,1,18,4,TRUE,23.3,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-02-01,34685.35,19631.72,24790.32,19,4,6,4,0,0,1,1,4.9,0,11,4.2,TRUE,28.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-03-01,28214.24,13165.24,15400.35,9,3,4,0,3,0,0,0,,2,23,3.8,TRUE,19.8,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-04-01,32050.73,16794.46,13025.41,4,4,0,0,0,0,0,0,,0,29,5,FALSE,13.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,0
C00051,2025-05-01,30402.2,13402.89,15882.39,12,5,6,11,2,0,1,1,4.9,0,23,4.3,TRUE,24.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-06-01,32168.82,20828.07,16659.37,18,8,10,9,1,0,0,0,,0,19,4.4,TRUE,33.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-07-01,32937.51,13745.92,10569.64,15,8,4,0,3,1,1,1,7.9,0,18,4.6,TRUE,25.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-08-01,38320.65,11000.08,7887.31,19,5,7,4,1,2,0,0,,0,12,4,FALSE,29.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,0
C00051,2025-09-01,32505.23,17962.73,15571.28,9,9,10,14,2,0,0,0,,0,20,4.9,TRUE,28.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-10-01,31575.27,21229.08,17824.81,12,7,6,13,0,0,0,0,,0,24,4.6,TRUE,25.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-11-01,35277.23,19708.93,23643.79,2,0,12,2,1,1,0,0,,0,22,4.4,TRUE,21.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00051,2025-12-01,35411.53,21958.97,19581.93,4,0,16,13,0,2,0,0,,0,22,4.6,TRUE,26.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-01-01,25971.33,6961.53,8452.6,46,8,20,23,0,1,0,0,,0,0,5,FALSE,60.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,0
C00052,2025-02-01,27410.33,9398.76,12595.43,52,6,13,20,2,0,1,0,,1,1,4,TRUE,56.8,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-03-01,33908.78,10641.26,12262.05,47,14,20,19,0,0,0,1,2.7,0,1,4.3,TRUE,63.8,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-04-01,29718.6,12500.17,11235.95,36,0,11,10,1,1,0,0,,1,2,3.9,TRUE,42.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-05-01,32870.24,11091.94,14831.68,48,0,11,10,1,0,0,0,,2,2,4.5,TRUE,49.7,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-06-01,29983.44,11038.44,14980.88,51,4,15,15,0,0,0,0,,1,0,4.1,TRUE,57.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-07-01,32864.67,12857.01,16325.74,44,3,16,19,1,0,0,0,,1,0,4.6,TRUE,53.2,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-08-01,28953.63,8885.57,8912.13,51,6,13,7,2,0,0,0,,2,4,4,FALSE,56.2,Active,,Valid or active,Valid,FALSE,Lower Value,Active,0
C00052,2025-09-01,26471.13,13364.27,17691.41,36,4,11,19,1,0,1,1,5.5,0,0,5,TRUE,43.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-10-01,30098.56,10202.89,11242.87,26,2,20,16,1,0,0,0,,0,7,5,TRUE,45,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-11-01,32153.79,11491.72,10889.57,45,6,14,15,0,0,0,0,,1,2,5,TRUE,53.3,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00052,2025-12-01,26722.51,8287.73,7781.4,41,3,18,38,1,1,0,0,,0,0,4.5,TRUE,53.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00053,2025-01-01,99767.73,22616.2,17861.75,71,7,26,36,0,1,0,0,,0,4,5,FALSE,74.5,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,0
C00053,2025-02-01,101680.44,22636.6,24603.31,66,4,24,23,1,0,0,0,,2,1,5,TRUE,71.2,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,1
C00053,2025-03-01,122467.81,22555.21,19334.93,61,7,26,37,1,0,0,0,,0,0,4.3,FALSE,74.5,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,0
C00053,2025-04-01,105851.2,37525.51,38954.1,54,1,29,39,0,1,0,0,,0,2,5,TRUE,70.7,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,1
C00053,2025-05-01,122003.02,23319.56,29444.29,64,2,25,22,2,0,0,0,,1,1,4.6,TRUE,71.2,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,1
C00053,2025-06-01,109988.22,23728.67,26959.01,75,11,27,36,0,0,0,0,,2,0,5,FALSE,77.2,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,0
C00053,2025-07-01,114571.75,37339.88,47896.61,71,9,32,41,1,0,0,0,,1,1,5,TRUE,79.1,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,1
C00053,2025-08-01,112868.81,23924.99,36492.01,82,3,30,34,0,0,0,0,,0,0,4.7,TRUE,76.4,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,1
C00053,2025-09-01,130510.52,34354.68,28155.41,63,11,33,35,0,3,1,1,3.5,0,0,5,TRUE,80,Churned,9/12/2025,Valid or active,Valid,FALSE,High Value,Churned,1
C00053,2025-10-01,150328.7,27284.7,33063.93,73,7,30,28,1,0,0,0,,1,2,5,TRUE,78.2,Churned,9/12/2025,Post-churn activity,Valid,TRUE,High Value,Churned,1
C00053,2025-11-01,130679.23,24037.06,21181.36,67,6,36,41,2,0,0,0,,0,0,4.7,TRUE,77.7,Churned,9/12/2025,Post-churn activity,Valid,TRUE,High Value,Churned,1
C00053,2025-12-01,137736.72,30141.25,44746.87,73,3,27,33,1,1,0,0,,1,0,5,TRUE,73.6,Churned,9/12/2025,Post-churn activity,Valid,TRUE,High Value,Churned,1
C00054,2025-01-01,98905.16,34183.8,25714.23,64,1,7,3,0,0,0,0,,0,9,3.5,TRUE,49.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-02-01,101121.12,21332.21,18692.08,57,8,12,17,0,0,0,0,,2,9,3.8,TRUE,55.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-03-01,102033.53,26236.93,22332.63,64,0,8,10,0,2,0,0,,0,2,3.8,TRUE,50,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-04-01,100020.52,29599.65,33414.34,47,4,8,11,2,1,0,0,,0,4,3.2,TRUE,43.6,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-05-01,95851.58,21674.15,25671.93,58,4,11,18,1,0,0,0,,3,10,3.5,TRUE,53.3,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-06-01,118857.22,21857.72,27534.05,52,7,6,4,0,0,0,0,,0,7,4,TRUE,46.2,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-07-01,127915.55,22732.79,29130.53,61,9,11,15,0,0,1,1,2.2,1,6,3.6,FALSE,56.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,0
C00054,2025-08-01,126414.45,22438.95,26121.69,59,1,16,19,0,0,0,0,,0,9,3.4,TRUE,57.3,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-09-01,131864.77,28627.3,22676.57,60,2,14,9,1,1,1,1,4.4,1,3,3.8,TRUE,56.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-10-01,122227.69,20545.32,20647.96,68,5,11,5,1,0,0,0,,2,4,3.4,TRUE,55.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-11-01,137375.97,22109.34,23540.55,65,0,21,23,1,0,0,0,,3,5,3.7,TRUE,62.1,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00054,2025-12-01,146332.52,28611.5,26061.78,75,0,17,24,0,3,0,0,,0,0,3.6,TRUE,58.4,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00055,2025-01-01,15945.71,9414.18,12353.88,22,12,13,18,2,0,0,0,,1,12,4.9,TRUE,49.6,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-02-01,12681.79,13308.52,18609.65,30,17,15,7,1,1,0,0,,0,5,4.7,TRUE,58.8,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-03-01,16085.04,8965.94,11294.36,21,8,11,0,0,0,0,0,,0,9,5,TRUE,45.2,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-04-01,16578.91,7627.14,10375.86,23,17,13,12,2,1,0,0,,0,3,5,TRUE,52.5,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-05-01,19189.28,8942.94,9778.87,20,18,17,25,2,0,0,0,,0,19,5,TRUE,54.8,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-06-01,16841.04,12658.21,16195.34,21,17,22,25,0,1,0,0,,1,8,4.5,TRUE,59.6,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-07-01,15521.05,8353.71,9349.94,24,8,11,12,1,1,0,0,,0,16,5,TRUE,47.1,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-08-01,20209.19,10176.58,12143.72,40,23,25,24,0,1,0,0,,0,5,4.6,FALSE,77.2,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00055,2025-09-01,16428.14,8617.64,10822.74,34,23,22,13,1,0,0,0,,0,0,4.5,TRUE,70.6,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-10-01,16902.18,13163.65,12985.95,35,26,19,17,1,0,0,0,,1,6,5,TRUE,69.8,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-11-01,22330.31,9820.24,7491.52,31,17,23,24,0,0,0,0,,1,3,5,TRUE,66.9,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00055,2025-12-01,19859.69,13404.48,14866.08,34,18,16,13,2,0,0,0,,0,0,5,TRUE,62.7,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00056,2025-01-01,35072.87,22285.05,27926.39,57,35,19,22,2,3,1,0,,2,0,1.8,TRUE,83.3,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-02-01,36436.11,23567.79,31618.68,53,28,18,4,0,1,1,0,,2,2,1,TRUE,76.7,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-03-01,36445.66,23133.16,24919.26,55,33,22,20,1,0,1,1,8.3,3,1,2.3,TRUE,84,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-04-01,34084.28,15412.96,14038.84,40,20,18,7,3,1,2,1,14.3,1,0,1.4,TRUE,64.8,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-05-01,38639.17,16883.88,19024.4,45,32,20,17,2,0,0,3,6.7,1,2,2.2,TRUE,75.3,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-06-01,34287.1,21752.82,26675.99,44,21,16,13,2,1,0,0,,3,7,1.7,TRUE,65.9,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-07-01,32191.48,15428.17,13959.67,55,37,20,22,2,1,1,1,8.3,2,2,2.1,FALSE,83,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00056,2025-08-01,34214.44,14064.19,15821.88,48,27,19,10,3,0,1,1,7.8,5,6,1.5,TRUE,74,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-09-01,35995.55,13983.07,15465.27,45,26,15,17,5,1,0,0,,5,0,1.9,TRUE,67.9,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-10-01,32393.96,19086.88,16551.99,43,23,10,9,4,1,0,0,,2,6,2.1,TRUE,60.6,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-11-01,36801.57,23892.21,29707.88,33,27,20,18,0,2,0,0,,2,2,1.4,TRUE,65.4,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00056,2025-12-01,31191.27,18537.95,22171.52,53,28,15,1,2,3,0,0,,0,1,2.3,TRUE,73.9,Churned,12/18/2025,Valid or active,Valid,FALSE,Lower Value,Churned,1
C00057,2025-01-01,9750.06,4750.27,11034.77,60,3,15,11,1,1,0,0,,0,3,4.8,FALSE,66.9,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-02-01,11074.54,6574.39,9234.75,49,7,9,11,1,0,0,0,,2,0,4.5,FALSE,56.1,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-03-01,9945.23,6413.89,10917.17,48,5,12,15,2,0,0,0,,2,0,5,FALSE,57.4,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-04-01,12217.07,6623.28,10481.84,34,10,14,15,0,0,0,0,,1,7,5,FALSE,52.7,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-05-01,11968.56,4662.48,5624.47,19,3,21,16,0,2,0,0,,1,9,5,FALSE,46.5,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-06-01,11851.84,6114.11,7767.81,34,5,11,10,0,0,0,0,,0,4,4.3,FALSE,47.6,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-07-01,11537.93,4562.98,5490.81,31,4,13,8,0,1,0,0,,0,2,4.5,FALSE,47.1,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-08-01,10985.03,4681.78,5393,33,6,4,4,2,1,0,0,,1,3,4.6,FALSE,40.9,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-09-01,10250.75,5526.29,7928.47,38,12,13,10,1,0,0,0,,1,3,5,FALSE,55.2,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-10-01,10936.59,6652.18,11272.57,28,0,20,17,1,1,0,0,,1,0,5,FALSE,49.9,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-11-01,9388.65,6347.02,9367.16,37,4,18,17,1,1,0,0,,0,5,5,FALSE,55.6,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00057,2025-12-01,12990.64,6140.22,5526.9,19,2,6,0,2,0,0,0,,1,15,4.4,FALSE,32,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00058,2025-01-01,21531.04,20203.92,23248.26,58,31,44,49,2,2,2,1,9.5,0,2,2,TRUE,83.4,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-02-01,21344.31,20852.01,20336.93,63,29,41,43,3,0,1,1,11.4,0,5,1.8,TRUE,83.8,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-03-01,20695.09,24563.17,20010.79,52,32,31,40,2,2,1,1,8.4,2,0,2.2,TRUE,80.1,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-04-01,19369.74,18020.57,17542.97,38,23,33,42,0,4,0,0,,1,5,1.9,FALSE,67.1,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00058,2025-05-01,17475.26,20645.69,19722.46,42,27,36,44,1,2,0,1,11.8,3,0,1.4,TRUE,71.4,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-06-01,17962.63,22718.05,29261.54,41,23,29,39,3,4,3,2,8.2,1,4,2.1,TRUE,68,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-07-01,17608.04,12034.05,15230.13,49,32,40,46,1,4,0,1,8.3,1,0,1.8,FALSE,78.2,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00058,2025-08-01,18178.98,15429.85,12829.86,48,29,32,34,0,3,2,2,11.2,3,2,1.6,TRUE,76.2,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-09-01,19480.63,25930.59,18962.1,54,35,43,53,2,2,1,1,5.2,1,2,1.6,TRUE,82.7,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-10-01,18594.91,25398.64,24118.13,40,25,34,38,1,1,2,2,11.4,2,0,1.8,TRUE,69.3,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00058,2025-11-01,17795.01,15206.07,18683.43,37,23,30,37,2,2,1,1,10.2,3,0,2.2,FALSE,66.4,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00058,2025-12-01,18156.74,23277.53,24000.14,42,25,33,34,0,1,1,1,7.8,3,0,2,TRUE,70.5,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-01-01,32303.62,19363.39,15773.44,16,4,8,10,0,0,0,0,,0,23,,TRUE,32.9,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-02-01,35453.5,20558.84,14673.14,17,0,1,0,0,2,0,0,,0,16,3.8,TRUE,25.2,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-03-01,36131.61,12018.81,13209.18,16,0,8,8,1,0,0,0,,0,16,2.9,FALSE,31.1,Active,,Valid or active,Valid,FALSE,High Value,Active,0
C00059,2025-04-01,28604.78,18168.37,15385.67,23,0,8,10,1,0,1,1,5.2,0,13,4.3,TRUE,35.5,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-05-01,31163.13,21198.55,25956.79,18,0,6,2,0,1,0,0,,1,9,3.2,TRUE,30.5,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-06-01,32521.83,20495.97,21165.32,17,1,5,11,0,0,0,0,,0,12,3.7,TRUE,29.4,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-07-01,30934.4,23405.33,19909.42,14,0,14,9,0,1,1,1,1.6,1,18,3.6,TRUE,35.4,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-08-01,33780.8,13661.41,15154.35,0,0,5,2,0,1,0,0,,0,23,3.7,TRUE,18.2,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-09-01,30095.3,13701.58,15486.16,21,3,5,5,1,0,1,0,,1,17,3.1,TRUE,32.8,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-10-01,30903.14,13655.52,13829.33,10,0,17,14,0,0,1,2,2.2,0,22,3,TRUE,35.7,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-11-01,27460.32,17775.03,11634.66,3,3,6,9,0,1,1,1,5.3,0,23,4.4,TRUE,22.4,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00059,2025-12-01,29970.24,19087.16,20894.25,20,4,12,4,0,0,0,0,,1,11,3.6,TRUE,39.2,Active,,Valid or active,Valid,FALSE,High Value,Active,1
C00060,2025-01-01,16275.88,2203.84,5908.23,30,16,11,7,4,2,2,1,15.2,2,4,2.9,FALSE,50.1,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-02-01,12392.58,3781.12,6457.49,28,17,7,0,1,1,0,0,,0,13,3.4,FALSE,45.5,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-03-01,13983.39,3276.48,5104.24,29,16,6,6,2,2,1,1,13,1,6,2.8,FALSE,44.8,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-04-01,13565.12,3607.17,6083.15,18,9,14,23,0,1,0,1,9.5,0,1,3.4,FALSE,42.1,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-05-01,13358.22,2424.46,5499.84,33,18,7,10,6,1,2,1,10.4,2,1,3.3,FALSE,49.2,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-06-01,12533.78,2323.25,3797.84,21,14,9,7,0,2,0,0,,0,11,3.3,FALSE,41.6,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-07-01,13360.47,2506.98,2921.53,18,9,3,10,1,3,0,1,13.5,0,14,3.2,FALSE,31.8,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-08-01,13785.16,3671.5,4824.31,17,8,9,12,0,2,1,0,,0,11,3.6,FALSE,36.3,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-09-01,13799.35,2291.6,3208.8,20,13,8,4,2,3,1,1,9.7,1,6,3.4,FALSE,39.6,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-10-01,13837.86,2761.99,5740.75,36,13,6,7,4,3,0,0,,1,4,3.6,FALSE,47.8,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-11-01,11740.82,3453.09,5929.94,22,15,3,2,2,1,0,1,9,2,4,2.7,FALSE,37.1,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00060,2025-12-01,11614.98,2913.43,3602.13,8,1,4,10,1,2,1,0,,0,22,2.7,FALSE,22.8,Churned,12/15/2025,Valid or active,Valid,FALSE,Lower Value,Churned,0
C00061,2025-01-01,12970.29,20083.74,23893.7,68,38,7,5,6,2,0,0,,0,9,4.3,TRUE,69.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00061,2025-02-01,12284.8,20579.13,21480.9,72,36,8,13,1,2,0,0,,3,12,3.1,TRUE,70.5,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00061,2025-03-01,13970.64,22495.83,30961.53,61,34,10,0,3,2,0,0,,0,7,4.3,TRUE,71.9,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
C00061,2025-04-01,12886.3,23592.82,23917.65,46,24,1,5,2,0,0,0,,0,12,4.5,TRUE,50,Active,,Valid or active,Valid,FALSE,Lower Value,Active,1
