customer_id,birth_year,gender,city,region,customer_since,account_tier,employment_status,estimated_monthly_income,number_of_products,has_current_account,has_savings_account,has_credit_card,has_personal_loan,has_investment_product,preferred_channel,marketing_consent,estimated_customer_value,customer_status,churn_date,churn_reason_recorded,product_count_issue,customer_value_segment
C00145,1972,Female,Riyadh,Central,2023-09-01,Plus,Government,14658.85,3,TRUE,TRUE,TRUE,FALSE,FALSE,SMS,TRUE,5232.51,Active,,,,Lower Value
C00146,2000,Female,DAMMAM,Eastern,2023-06-01,Plus,Self-employed,13007.97,2,TRUE,FALSE,TRUE,FALSE,FALSE,Push,TRUE,4124.64,Active,,,,Lower Value
C00147,1990,Female,Riyadh,Central,2020-11-01,Plus,Government,20236.53,2,TRUE,FALSE,TRUE,FALSE,FALSE,Email,TRUE,5155.36,Churned,2025-12-11,Unknown,,Lower Value
C00148,1985,Male,Jeddah,Western,2022-09-01,Standard,Government,2608.54,4,TRUE,TRUE,TRUE,TRUE,FALSE,Email,TRUE,4981.21,Active,,,,Lower Value
C00149,2007,Female,Riyadh,Central,2025-07-01,Premium,Employed,35317.96,3,TRUE,TRUE,FALSE,TRUE,FALSE,Push,TRUE,5574.71,Active,,,,Lower Value
C00150,1984,Male,Jeddah,Western,2024-07-01,Plus,Student,10687.28,1,TRUE,FALSE,FALSE,FALSE,FALSE,Push,TRUE,5360.92,Active,,,,Lower Value
C00151,1988,Male,Dammam,Eastern,2017-10-01,Standard,Employed,11190.05,2,TRUE,FALSE,FALSE,TRUE,FALSE,Push,TRUE,6051.32,Active,,,,High Value
C00152,1973,Male,Jeddah,Western,2014-03-01,Plus,Government,11571.87,2,TRUE,TRUE,FALSE,FALSE,FALSE,Email,TRUE,5667.74,Churned,2025-12-11,Low usage,,Lower Value
C00153,1984,Female,Jeddah,Western,2023-09-01,Plus,Retired,10553.74,4,TRUE,TRUE,TRUE,TRUE,FALSE,Branch,TRUE,5925.35,Active,,,,High Value
C00154,1981,Male,Riyadh,Central,2022-12-01,Plus,Self-employed,9514.02,1,TRUE,FALSE,FALSE,FALSE,FALSE,Call,TRUE,5183.76,Churned,2025-11-08,Unknown,,Lower Value
C00155,1985,Female,Jeddah,Western,2020-01-01,Standard,Self-employed,2498.22,1,TRUE,FALSE,FALSE,FALSE,FALSE,Call,FALSE,4386.11,Active,,,,Lower Value
C00156,1969,Female,Jeddah,Western,2022-02-01,Standard,Student,2152.9,2,TRUE,FALSE,TRUE,FALSE,FALSE,Email,FALSE,5226.01,Active,,,,Lower Value
C00157,1964,Male,Dammam,Eastern,2021-08-01,Standard,Employed,9320.75,5,TRUE,TRUE,TRUE,TRUE,TRUE,SMS,TRUE,5604.97,Active,,,,Lower Value
C00158,1967,Male,Riyadh,Central,2019-07-01,Standard,Employed,7828.31,2,TRUE,FALSE,FALSE,FALSE,TRUE,Push,FALSE,4846.62,Churned,2025-10-22,Fees,,Lower Value
C00159,1977,Male,Riyadh,Central,2023-10-01,Plus,Employed,15592.58,1,TRUE,FALSE,FALSE,FALSE,FALSE,SMS,TRUE,5257.99,Churned,2025-12-07,Service issue,,Lower Value
C00160,1984,Male,Dammam,Eastern,2023-06-01,Premium,Government,,2,TRUE,TRUE,FALSE,FALSE,FALSE,Email,TRUE,5842.13,Active,,,,Lower Value
C00161,1992,Male,Jeddah,Western,2009-11-01,Standard,Government,5800.44,4,TRUE,TRUE,TRUE,TRUE,FALSE,Email,TRUE,5374.81,Active,,,,Lower Value
C00162,1988,Male,Dammam,Eastern,2024-03-01,Plus,Self-employed,18313.52,4,TRUE,TRUE,TRUE,TRUE,FALSE,Push,FALSE,6615.45,Churned,2025-10-23,Service issue,,High Value
C00163,1994,Female,Jeddah,Western,2020-04-01,Standard,Student,9083.28,1,TRUE,FALSE,FALSE,FALSE,FALSE,Email,TRUE,5162.22,Active,,,,Lower Value
C00164,1997,Female,Makkah,Western,2017-02-01,Standard,Self-employed,9118.61,3,TRUE,TRUE,TRUE,FALSE,FALSE,Call,TRUE,6407.24,Active,,,,High Value
C00165,1989,Male,Jeddah,Western,2024-11-01,Standard,Employed,13709.62,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMS,TRUE,4424.02,Churned,2025-10-02,Service issue,,Lower Value
C00166,1984,Female,Dammam,Eastern,2018-04-01,Standard,Retired,14600.57,3,TRUE,TRUE,FALSE,TRUE,FALSE,Push,TRUE,6155.87,Active,,,,High Value
C00167,1987,Male,Dammam,Eastern,2024-06-01,Premium,Self-employed,18179.8,4,TRUE,TRUE,TRUE,TRUE,FALSE,Push,TRUE,5342.91,Churned,2025-11-07,Low usage,,Lower Value
C00168,1983,Male,Jeddah,Western,2022-06-01,Standard,Unemployed,8031.29,3,TRUE,TRUE,TRUE,FALSE,FALSE,Email,FALSE,5101.62,Active,,,,Lower Value
C00169,1975,Male,Jeddah,Western,2023-02-01,Standard,Government,12221.34,2,TRUE,FALSE,TRUE,FALSE,FALSE,Email,TRUE,5104.4,Active,,,,Lower Value
C00170,1984,Male,Jeddah,Western,2019-07-01,Plus,Employed,13921.25,3,TRUE,TRUE,TRUE,FALSE,FALSE,Call,TRUE,5421.12,Active,,,,Lower Value
C00171,1986,Male,Jeddah,Western,2018-09-01,Standard,Employed,8081.6,3,TRUE,TRUE,TRUE,FALSE,FALSE,Email,FALSE,4970.45,Churned,2025-12-24,Moved to competitor,,Lower Value
C00172,1970,Female,Dammam,Eastern,2022-07-01,Plus,Employed,17875.8,3,TRUE,TRUE,TRUE,FALSE,FALSE,Push,TRUE,5722.69,Churned,2025-10-09,Unknown,,Lower Value
C00173,1991,Female,Riyadh,Central,2025-02-01,Plus,Government,7409.72,1,TRUE,FALSE,FALSE,FALSE,FALSE,Email,TRUE,5058.73,Active,,,,Lower Value
C00174,1955,Female,Makkah,Western,2022-11-01,Plus,Unemployed,7939.86,3,TRUE,TRUE,TRUE,FALSE,FALSE,Call,TRUE,3291.12,Active,,,,Lower Value
C00175,1983,Female,Riyadh,Central,2022-05-01,Plus,Government,15120.12,1,TRUE,FALSE,FALSE,FALSE,FALSE,Email,TRUE,5019.13,Active,,,,Lower Value
C00176,1987,Female,Jeddah,Western,2019-11-01,Premium,Employed,20846.24,3,TRUE,FALSE,TRUE,TRUE,FALSE,SMS,TRUE,5458.87,Churned,2025-09-12,Service issue,,Lower Value
C00177,1997,Male,Jeddah,Western,2020-11-01,Standard,Employed,10459.43,2,FALSE,TRUE,TRUE,FALSE,FALSE,Email,TRUE,5428.34,Churned,2025-09-05,Fees,,Lower Value
C00178,1985,Male,Riyadh,Central,2023-08-01,Plus,Retired,18689.45,4,TRUE,TRUE,TRUE,TRUE,FALSE,Push,TRUE,6712.99,Churned,2025-10-11,Service issue,,High Value
C00179,1971,Male,Tabuk,Northern,2017-09-01,Standard,Government,9579.5,2,TRUE,FALSE,TRUE,FALSE,FALSE,Push,TRUE,5096.01,Active,,,,Lower Value
C00180,1978,Female,Riyadh,Central,2019-04-01,Standard,Employed,7363.6,4,TRUE,TRUE,TRUE,FALSE,TRUE,Call,FALSE,6174.3,Active,,,,High Value
C00181,1998,Female,Abha,Southern,2018-11-01,Standard,Self-employed,15270.67,2,TRUE,FALSE,FALSE,TRUE,FALSE,Push,TRUE,5759.05,Active,,,,Lower Value
C00182,1982,Male,Jeddah,Western,2023-11-01,Standard,Employed,10941.74,2,TRUE,FALSE,FALSE,TRUE,FALSE,SMS,TRUE,6247.77,Churned,2025-10-06,Low usage,,High Value
C00183,2002,Female,Jeddah,Western,2025-07-01,Standard,Government,8641.34,2,TRUE,TRUE,FALSE,FALSE,FALSE,Email,TRUE,5416.82,Active,,,,Lower Value
C00184,1999,Female,Madinah,Western,2020-03-01,Plus,Unemployed,19006.89,2,TRUE,FALSE,TRUE,FALSE,FALSE,Push,TRUE,5479.64,Active,,,,Lower Value
C00185,1960,Female,Riyadh,Central,2019-09-01,Standard,Government,10444.74,1,TRUE,FALSE,FALSE,FALSE,FALSE,Call,TRUE,5256.49,Active,,,,Lower Value
C00186,1983,Male,Dammam,Eastern,2020-01-01,Plus,Government,9803.85,3,FALSE,TRUE,TRUE,TRUE,FALSE,Push,TRUE,5511.04,Active,,,,Lower Value
C00187,1999,Male,Makkah,Western,2024-01-01,Standard,Employed,3817.04,3,TRUE,TRUE,TRUE,FALSE,FALSE,SMS,TRUE,6089.05,Churned,2025-09-12,Low usage,,High Value
C00188,1979,Male,Riyadh,Central,2019-07-01,Standard,Retired,6920.34,1,TRUE,FALSE,FALSE,FALSE,FALSE,SMS,TRUE,5109.38,Active,,,,Lower Value
C00189,1961,Male,Riyadh,Central,2019-12-01,Plus,Retired,17412.28,3,TRUE,FALSE,TRUE,TRUE,FALSE,Call,FALSE,5480.68,Active,,,,Lower Value
C00190,2002,Female,Riyadh,Central,2020-02-01,Standard,Retired,2680.82,2,TRUE,FALSE,TRUE,FALSE,FALSE,Email,TRUE,4864.38,Churned,2025-11-17,Fees,,Lower Value
C00191,1972,Male,Jeddah,Western,2022-05-01,Plus,Self-employed,12267.59,3,TRUE,TRUE,TRUE,FALSE,FALSE,Push,TRUE,5631.36,Active,,,,Lower Value
C00192,1972,Male,Jeddah,Western,2019-12-01,Standard,Self-employed,6566.76,1,TRUE,FALSE,FALSE,FALSE,FALSE,Email,TRUE,5680.08,Active,,,,Lower Value
C00193,1982,Male,Abha,Southern,2014-03-01,Standard,Unemployed,14553.24,0,FALSE,FALSE,FALSE,FALSE,FALSE,Push,TRUE,5577.29,Churned,2025-12-07,Service issue,,Lower Value
C00194,1967,Male,Jeddah,Western,2019-10-01,Standard,Student,10438.64,1,TRUE,FALSE,FALSE,FALSE,FALSE,Branch,TRUE,4424.43,Active,,,,Lower Value
C00195,1968,Female,Dammam,Eastern,2022-06-01,Plus,Government,14992.15,3,TRUE,TRUE,TRUE,FALSE,FALSE,Call,TRUE,6361.12,Active,,,,High Value
C00196,1960,Male,Riyadh,Central,2017-01-01,Standard,Self-employed,13163.37,2,TRUE,FALSE,TRUE,FALSE,FALSE,Push,TRUE,4484.3,Active,,,,Lower Value
C00197,2002,Female,Riyadh,Central,2022-08-01,Standard,Government,3193.27,4,TRUE,TRUE,TRUE,TRUE,FALSE,Push,TRUE,5782.18,Churned,2025-09-15,Unknown,,Lower Value
C00198,1996,Male,Jeddah,Western,2024-11-01,Plus,Employed,14354.36,2,TRUE,FALSE,FALSE,TRUE,FALSE,Call,TRUE,4651.35,Churned,2025-10-20,Moved to competitor,,Lower Value
C00199,1963,Female,Makkah,Western,2024-02-01,Plus,Retired,12726.55,3,TRUE,FALSE,TRUE,TRUE,FALSE,Branch,TRUE,5509.22,Churned,2025-09-10,Moved to competitor,,Lower Value
C00200,1973,Female,Makkah,Western,2023-11-01,Standard,Government,9424.41,2,TRUE,TRUE,FALSE,FALSE,FALSE,Push,FALSE,5514.63,Churned,2025-11-05,Moved to competitor,,Lower Value
